provincia,partido,localidad,link_indec,velocidad,accesos
CHACO,Libertador General San Martín,General José de San Martín,22084020,150,776
CHACO,Libertador General San Martín,General José de San Martín,22084020,300,83
CHACO,Libertador General San Martín,General José de San Martín,22084020,500,14
CHACO,Libertador General San Martín,La Eduvigis,22084030,0.5,1
CHACO,Libertador General San Martín,La Eduvigis,22084030,30,100
CHACO,Libertador General San Martín,Laguna Limpia,22084040,226.5,15
CHACO,Libertador General San Martín,Pampa Almirón,22084050,0,26
CHACO,Libertador General San Martín,Pampa del Indio,22084060,0,25
CHACO,Libertador General San Martín,Pampa del Indio,22084060,0.5,2
CHACO,Libertador General San Martín,Pampa del Indio,22084060,3,16
CHACO,Libertador General San Martín,Pampa del Indio,22084060,4,1
CHACO,Libertador General San Martín,Presidencia Roca,22084070,3,39
CHACO,Libertador General San Martín,Presidencia Roca,22084070,4,7
CHACO,Libertador General San Martín,Presidencia Roca,22084070,15,263
CHACO,Libertador General San Martín,Presidencia Roca,22084070,226.5,37
CHACO,Maipú,Tres Isletas,22091010,4,3
CHACO,Maipú,Tres Isletas,22091010,10,71
CHACO,Maipú,Tres Isletas,22091010,15,8
CHACO,Maipú,Tres Isletas,22091010,20,13
CHACO,Maipú,Tres Isletas,22091010,100,2
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,22098010,0,37
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,22098010,0.5,74
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,22098010,5,510
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,22098010,10,206
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,22098010,25,97
CHACO,Mayor Luis J. Fontana,Enrique Urién,22098020,0,37
CHACO,Mayor Luis J. Fontana,Enrique Urién,22098020,226.5,66
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,0,178
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,3,14
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,4,89
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,5,379
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,15,5
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,20,1
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,25,1108
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,100,1760
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,226.5,300
CHACO,O Higgins,La Clotilde,22112010,50,84
CHACO,O Higgins,La Clotilde,22112010,226.5,61
CHACO,O Higgins,La Tigra,22112020,0,252
CHACO,O Higgins,La Tigra,22112020,0.5,1
CHACO,O Higgins,San Bernardo,22112030,0,52
CHACO,O Higgins,San Bernardo,22112030,0.5,3
CHACO,O Higgins,San Bernardo,22112030,6,147
CHACO,otros,otros,0,0,0
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,22119010,10,56
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,22119010,48,675
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,22119010,50,1
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,22119010,100,133
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,22119010,226.5,177
CHACO,Quitilipi,Quitilipi,22133010,0,70
CHACO,Quitilipi,Quitilipi,22133010,6,13
CHACO,Quitilipi,Quitilipi,22133010,15,11
CHACO,Quitilipi,Quitilipi,22133010,226.5,198
CHACO,San Fernando,Barranqueras,22140010,0,178
CHACO,San Fernando,Barranqueras,22140010,3.5,130
CHACO,San Fernando,Barranqueras,22140010,30,566
CHACO,San Fernando,Barranqueras,22140010,100,4000
CHACO,San Fernando,Barranqueras,22140010,200,3
CHACO,San Fernando,Barranqueras,22140010,600,2
CHACO,San Fernando,Barranqueras,22140010,1000,3
CHACO,San Fernando,Basail,22140020,0,1
CHACO,San Fernando,Basail,22140020,20,2
CHACO,San Fernando,Basail,22140020,30,1
CHACO,San Fernando,Basail,22140020,100,12
CHACO,San Fernando,Basail,22140020,200,2
CHACO,San Fernando,Basail,22140020,226.5,114
CHACO,San Fernando,Colonia Baranda,22140030,226.5,43
CHACO,San Fernando,Fontana,22140040,15,257
CHACO,San Fernando,Fontana,22140040,100,4980
CHACO,San Fernando,Fontana,22140040,200,4
CHACO,San Fernando,Fontana,22140040,226.5,271
CHACO,San Fernando,Fontana,22140040,300,60
CHACO,San Fernando,Puerto Vilelas,22140050,0,9
CHACO,San Fernando,Puerto Vilelas,22140050,0.5,1
CHACO,San Fernando,Puerto Vilelas,22140050,20,1
CHACO,San Fernando,Resistencia,22140060,0,16770
CHACO,San Fernando,Resistencia,22140060,0.5,5
CHACO,San Fernando,Resistencia,22140060,1,32
CHACO,San Fernando,Resistencia,22140060,2,45
CHACO,San Fernando,Resistencia,22140060,5,2
CHACO,San Fernando,Resistencia,22140060,6,79
CHACO,San Fernando,Resistencia,22140060,10,194
CHACO,San Fernando,Resistencia,22140060,20,128
CHACO,San Fernando,Resistencia,22140060,30,437
CHACO,San Fernando,Resistencia,22140060,50,1705
CHACO,San Fernando,Resistencia,22140060,150,4138
CHACO,San Fernando,Resistencia,22140060,200,385
CHACO,San Fernando,Resistencia,22140060,300,29734
CHACO,San Fernando,Resistencia,22140060,500,1026
CHACO,San Fernando,Resistencia,22140060,600,2091
CHACO,San Fernando,Resistencia,22140060,1000,92
CHACO,San Lorenzo,Samuhú,22147010,226.5,20
CHACO,San Lorenzo,Villa Berthet,22147020,100,85
CHACO,San Lorenzo,Villa Berthet,22147020,226.5,239
CHACO,Sargento Cabral,Capitán Solari,22154010,226.5,14
CHACO,Sargento Cabral,Colonia Elisa,22154020,226.5,35
CHACO,Sargento Cabral,Las Garcitas,22154050,7,49
CHACO,Sargento Cabral,Las Garcitas,22154050,226.5,35
CHACO,Tapenagá,Charadai,22161010,0,27
CHACO,Tapenagá,Charadai,22161010,226.5,28
CHACO,Tapenagá,Cote Lai,22161020,226.5,37
CHACO,Tapenagá,Haumonía,22161030,226.5,29
CHACO,Tapenagá,Horquilla,22161040,226.5,8
CHUBUT,Biedma,Arroyo Verde,26007010,0.5,1
CHUBUT,Biedma,Puerto Madryn,26007020,3,2175
CHUBUT,Biedma,Puerto Madryn,26007020,7,18
CHUBUT,Biedma,Puerto Madryn,26007020,9,1
CHUBUT,Biedma,Puerto Madryn,26007020,10,464
CHUBUT,Biedma,Puerto Madryn,26007020,12,19
CHUBUT,Biedma,Puerto Madryn,26007020,14,7
CHUBUT,Biedma,Puerto Madryn,26007020,15,373
CHUBUT,Biedma,Puerto Madryn,26007020,226.5,1176
CHUBUT,Biedma,Puerto Madryn,26007020,300,2782
CHUBUT,Biedma,Puerto Madryn,26007020,400,3
CHUBUT,Biedma,Puerto Madryn,26007020,500,53
CHUBUT,Biedma,Puerto Madryn,26007020,940,690
CHUBUT,Biedma,Puerto Pirámide,26007030,0.5,1
CHUBUT,Biedma,Puerto Pirámide,26007030,10,104
CHUBUT,Biedma,Quinta El Mirador,26007040,10,1
CHUBUT,Biedma,Quinta El Mirador,26007040,226.5,373
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,26007050,3,115
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,26007050,6,11
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,26007050,10,1
CHUBUT,Cushamen,Cholila,26014020,226.5,379
CHUBUT,Cushamen,Cushamen Centro,26014030,226.5,108
CHUBUT,Cushamen,El Hoyo,26014040,2,2
CHUBUT,Cushamen,El Hoyo,26014040,4,365
CHUBUT,Cushamen,El Hoyo,26014040,10,114
CHUBUT,Cushamen,El Hoyo,26014040,12,1
CHUBUT,Cushamen,El Hoyo,26014040,20,1
CHUBUT,Cushamen,El Hoyo,26014040,35,839
CHUBUT,Cushamen,El Hoyo,26014040,100,68
CHUBUT,Cushamen,Fofo Cahuel,26014065,226.5,30
CHUBUT,Cushamen,Gualjaina,26014070,0.5,2
CHUBUT,Cushamen,Lago Puelo,26014090,2,20
CHUBUT,Cushamen,Lago Puelo,26014090,3,14
CHUBUT,Cushamen,Lago Puelo,26014090,6,23
CHUBUT,Cushamen,Lago Puelo,26014090,10,130
CHUBUT,Cushamen,Lago Puelo,26014090,12,1
CHUBUT,Cushamen,Lago Puelo,26014090,15,82
CHUBUT,Cushamen,Lago Puelo,26014090,35,159
CHUBUT,Cushamen,Leleque,26014100,0.5,1
CHUBUT,Escalante,Acceso Norte,26021020,226.5,147
CHUBUT,Escalante,Bahía Bustamante,26021020,226.5,10
CHUBUT,Escalante,Barrio 25 De Mayo,26021020,226.5,132
CHUBUT,Escalante,Barrio Guemes,26021020,226.5,9
CHUBUT,Escalante,Barrio Militar - Aeropuerto Militar,26021020,226.5,32
CHUBUT,Escalante,Barrio Prospero Palazzo,26021020,226.5,84
CHUBUT,Escalante,Barrio Restinga Ali,26021020,226.5,72
CHUBUT,Escalante,Barrio Saavedra,26021020,226.5,718
CHUBUT,Escalante,Comodoro Rivadavia,26021030,0.5,5
CHUBUT,Escalante,Comodoro Rivadavia,26021030,0.51,30
CHUBUT,Escalante,Comodoro Rivadavia,26021030,1,107
CHUBUT,Escalante,Comodoro Rivadavia,26021030,2,812
CHUBUT,Escalante,Comodoro Rivadavia,26021030,4,2967
CHUBUT,Escalante,Comodoro Rivadavia,26021030,5,13
CHUBUT,Escalante,Comodoro Rivadavia,26021030,9,5
CHUBUT,Escalante,Comodoro Rivadavia,26021030,10,963
CHUBUT,Escalante,Comodoro Rivadavia,26021030,20,372
CHUBUT,Escalante,Comodoro Rivadavia,26021030,24,70
CHUBUT,Escalante,Comodoro Rivadavia,26021030,25,930
CHUBUT,Escalante,Comodoro Rivadavia,26021030,100,7744
CHUBUT,Escalante,Comodoro Rivadavia,26021030,200,2
CHUBUT,Escalante,Comodoro Rivadavia,26021030,300,12382
CHUBUT,Escalante,Comodoro Rivadavia,26021030,600,1498
CHUBUT,Escalante,Comodoro Rivadavia,26021030,700,127
CHUBUT,Escalante,Comodoro Rivadavia,26021030,800,115
CHUBUT,Escalante,Diadema Argentina,26021040,6,132
CHUBUT,Escalante,Diadema Argentina,26021040,30,147
CHUBUT,Escalante,Diadema Argentina,26021040,226.5,268
CHUBUT,Escalante,KM. 3 - General Mosconi,26021020,226.5,110
CHUBUT,Escalante,Rada Tilly,26021050,0,1
CHUBUT,Escalante,Rada Tilly,26021050,1,22
CHUBUT,Escalante,Rada Tilly,26021050,3,54
CHUBUT,Escalante,Rada Tilly,26021050,6,211
CHUBUT,Escalante,Rada Tilly,26021050,7,9
CHUBUT,Escalante,Rada Tilly,26021050,15,284
CHUBUT,Escalante,Rada Tilly,26021050,30,57
CHUBUT,Escalante,Rada Tilly,26021050,226.5,1054
CHUBUT,Florentino Ameghino,Camarones,26028010,0.5,1
CHUBUT,Florentino Ameghino,Camarones,26028010,1,11
CHUBUT,Florentino Ameghino,Camarones,26028010,3,192
CHUBUT,Florentino Ameghino,Camarones,26028010,5,5
CHUBUT,Florentino Ameghino,Garayalde,26028020,0,1
CHUBUT,Florentino Ameghino,Garayalde,26028020,226.5,20
CHUBUT,Futaleufú,Corcovado,26035020,226.5,396
CHUBUT,Futaleufú,Esquel,26035030,0,1
CHUBUT,Futaleufú,Esquel,26035030,0.5,2
CHUBUT,Futaleufú,Esquel,26035030,1,7
CHUBUT,Futaleufú,Esquel,26035030,3,47
CHUBUT,Futaleufú,Esquel,26035030,6,179
CHUBUT,Futaleufú,Esquel,26035030,200,6
CHUBUT,Futaleufú,Esquel,26035030,500,22
CHUBUT,Futaleufú,Esquel,26035030,700,1
CHUBUT,Futaleufú,Esquel,26035030,800,100
CHUBUT,Futaleufú,Lago Rosario,26035040,226.5,62
CHUBUT,Futaleufú,Trevelín,26035060,0.5,1
CHUBUT,Futaleufú,Trevelín,26035060,1,3
CHUBUT,Futaleufú,Trevelín,26035060,3,60
CHUBUT,Futaleufú,Trevelín,26035060,4,503
CHUBUT,Futaleufú,Trevelín,26035060,6,200
CHUBUT,Futaleufú,Trevelín,26035060,14,1
CHUBUT,Gaiman,28 de Julio,26042040,10,12
CHUBUT,Gaiman,28 de Julio,26042040,100,1
CHUBUT,Gaiman,28 de Julio,26042040,226.5,51
CHUBUT,Gaiman,Dolavon,26042020,10,55
CHUBUT,Gaiman,Dolavon,26042020,15,1
CHUBUT,Gaiman,Dolavon,26042020,100,483
CHUBUT,Gaiman,Dolavon,26042020,226.5,137
CHUBUT,Gaiman,Gaiman,26042030,1,1
CHUBUT,Gaiman,Gaiman,26042030,10,90
CHUBUT,Gaiman,Gaiman,26042030,50,171
CHUBUT,Gaiman,Gaiman,26042030,226.5,244
CHUBUT,Gaiman,Gaiman,26042030,300,125
CHUBUT,Gaiman,Gaiman,26042030,500,1
CHUBUT,Gaiman,Gaiman,26042030,600,15
CHUBUT,Gaiman,Gaiman,26042030,940,17
CHUBUT,Gaiman,OTROS,0,0.5,14
CHUBUT,Gastre,Blancuntre,26049010,226.5,21
CHUBUT,Gastre,El Escorial,26049020,0.5,1
CHUBUT,Gastre,Gastre,26049030,3,147
CHUBUT,Gastre,Gastre,26049030,226.5,45
CHUBUT,Gastre,Lagunita Salada,26049040,0.5,1
CHUBUT,Gastre,Yala Laubat,26049050,0.5,1
CHUBUT,Languiñeo,Aldea Epulef,26056010,0.5,1
CHUBUT,Languiñeo,Carrenleufú,26056020,0,1
CHUBUT,Languiñeo,Carrenleufú,26056020,226.5,105
CHUBUT,Languiñeo,Colan Conhue,26056030,3,8
CHUBUT,Languiñeo,Colan Conhue,26056030,226.5,38
CHUBUT,Languiñeo,Paso del Sapo,26056040,0.5,1
CHUBUT,Languiñeo,Paso del Sapo,26056040,3,88
CHUBUT,Languiñeo,Tecka,26056050,226.5,83
CHUBUT,Mártires,El Mirasol,26063010,0.5,1
CHUBUT,Mártires,Las Plumas,26063020,226.5,49
CHUBUT,Paso de Indios,Cerro Cóndor,26070010,0.5,1
CHUBUT,Paso de Indios,Los Altares,26070020,0,1
CHUBUT,Paso de Indios,Los Altares,26070020,0.51,1
CHUBUT,Paso de Indios,Paso de Indios,26070030,0.5,1
CHUBUT,Rawson,Playa Magagna,26077010,3,3
CHUBUT,Rawson,Playa Magagna,26077010,10,101
CHUBUT,Rawson,Playa Magagna,26077010,226.5,45
CHUBUT,Rawson,Playa Unión,26077020,0,30
CHUBUT,Rawson,Playa Unión,26077020,1,7
CHUBUT,Rawson,Playa Unión,26077020,4,27
CHUBUT,Rawson,Playa Unión,26077020,6,261
CHUBUT,Rawson,Playa Unión,26077020,25,1
CHUBUT,Rawson,Playa Unión,26077020,30,5
CHUBUT,Rawson,Playa Unión,26077020,50,13
CHUBUT,Rawson,Rawson,26077030,0.5,1
CHUBUT,Rawson,Rawson,26077030,10,960
CHUBUT,Rawson,Rawson,26077030,11,1
CHUBUT,Rawson,Rawson,26077030,12,4
CHUBUT,Rawson,Rawson,26077030,15,169
CHUBUT,Rawson,Rawson,26077030,20,125
CHUBUT,Rawson,Rawson,26077030,25,1
CHUBUT,Rawson,Rawson,26077030,50,512
CHUBUT,Rawson,Rawson,26077030,100,4393
CHUBUT,Rawson,Rawson,26077030,300,197
CHUBUT,Rawson,Rawson,26077030,600,31
CHUBUT,Rawson,Rawson,26077030,940,203
CHUBUT,Rawson,Trelew,26077040,0,306
CHUBUT,Rawson,Trelew,26077040,0.5,1
CHUBUT,Rawson,Trelew,26077040,0.51,1
CHUBUT,Rawson,Trelew,26077040,1,31
CHUBUT,Rawson,Trelew,26077040,2,474
CHUBUT,Rawson,Trelew,26077040,3,41
CHUBUT,Rawson,Trelew,26077040,4,72
CHUBUT,Rawson,Trelew,26077040,5,2
CHUBUT,Rawson,Trelew,26077040,6,180
CHUBUT,Rawson,Trelew,26077040,12,40
CHUBUT,Rawson,Trelew,26077040,20,3883
CHUBUT,Rawson,Trelew,26077040,24,20
CHUBUT,Rawson,Trelew,26077040,25,8
CHUBUT,Rawson,Trelew,26077040,30,172
CHUBUT,Rawson,Trelew,26077040,45,2
CHUBUT,Rawson,Trelew,26077040,50,3781
CHUBUT,Rawson,Trelew,26077040,100,8271
CHUBUT,Rawson,Trelew,26077040,101,7
CHUBUT,Rawson,Trelew,26077040,200,12
CHUBUT,Rawson,Trelew,26077040,300,12392
CHUBUT,Rawson,Trelew,26077040,301,2
CHUBUT,Rawson,Trelew,26077040,302,7
CHUBUT,Rawson,Trelew,26077040,500,97
CHUBUT,Rawson,Trelew,26077040,600,1944
CHUBUT,Rawson,Trelew,26077040,700,14
CHUBUT,Rawson,Trelew,26077040,940,1271
CHUBUT,Rawson,Trelew,26077040,1000,4
CHUBUT,Río Senguer,Aldea Apeleg,26084010,226.5,46
CHUBUT,Río Senguer,Aldea Beleiro,26084020,226.5,53
CHUBUT,Río Senguer,Alto Río Senguer,26084030,1,1
CHUBUT,Río Senguer,Alto Río Senguer,26084030,226.5,85
CHUBUT,Río Senguer,Doctor Ricardo Rojas,26084040,0.5,1
CHUBUT,Río Senguer,Facundo,26084050,0,1
CHUBUT,Río Senguer,Facundo,26084050,0.5,1
CHUBUT,Río Senguer,Lago Blanco,26084060,226.5,43
CHUBUT,Río Senguer,Río Mayo,26084070,0,219
CHUBUT,Río Senguer,Río Mayo,26084070,0.5,1
CHUBUT,Sarmiento,Buen Pasto,26091010,226.5,20
CHUBUT,Sarmiento,Sarmiento,26091020,0,4
CHUBUT,Sarmiento,Sarmiento,26091020,1,7
CHUBUT,Sarmiento,Sarmiento,26091020,2,14
CHUBUT,Sarmiento,Sarmiento,26091020,5,1196
CHUBUT,Sarmiento,Sarmiento,26091020,100,1
CHUBUT,Tehuelches,Frontera de Río Pico,26098010,226.5,59
CHUBUT,Tehuelches,Gobernador Costa,26098020,226.5,210
CHUBUT,Tehuelches,José de San Martín,26098030,226.5,135
CHUBUT,Tehuelches,Río Pico,26098040,226.5,241
CHUBUT,Telsen,Gan Gan,26105010,0.5,1
CHUBUT,Telsen,Gan Gan,26105010,3,156
CHUBUT,Telsen,Telsen,26105020,0,3
CHUBUT,Telsen,Telsen,26105020,0.5,1
CHUBUT,Telsen,Telsen,26105020,10,2
CHUBUT,Telsen,Telsen,26105020,50,1
CHUBUT,Telsen,Telsen,26105020,100,9
CORDOBA,Calamuchita,El Corcovado - El Torreón,14007050,10,2
CORDOBA,Calamuchita,El Corcovado - El Torreón,14007050,226.5,126
CORDOBA,Calamuchita,Embalse,14007060,7,707
CORDOBA,Calamuchita,Embalse,14007060,60,65
CORDOBA,Calamuchita,Embalse,14007060,226.5,389
CORDOBA,Calamuchita,Embalse,14007060,500,240
CORDOBA,Calamuchita,La Cruz,14007070,60,6
CORDOBA,Calamuchita,La Cruz,14007070,226.5,48
CORDOBA,Calamuchita,La Cumbrecita,14007080,2,95
CORDOBA,Calamuchita,La Cumbrecita,14007080,4,50
CORDOBA,Calamuchita,La Cumbrecita,14007080,16,50
CORDOBA,Calamuchita,La Cumbrecita,14007080,226.5,40
CORDOBA,Calamuchita,Las Bajadas,14007090,8,47
CORDOBA,Calamuchita,Las Bajadas,14007090,226.5,15
CORDOBA,Calamuchita,Las Caleras,14007100,226.5,27
CORDOBA,Calamuchita,Los Cóndores,14007110,8,207
CORDOBA,Calamuchita,Los Cóndores,14007110,10,51
CORDOBA,Calamuchita,Los Cóndores,14007110,12,11
CORDOBA,Calamuchita,Los Cóndores,14007110,226.5,36
CORDOBA,Calamuchita,Los Molinos,14007120,1,11
CORDOBA,Calamuchita,Los Molinos,14007120,3,6
CORDOBA,Calamuchita,Los Molinos,14007120,10,17
CORDOBA,Calamuchita,Los Molinos,14007120,20,1
CORDOBA,Calamuchita,Los Reartes,14007130,0.5,1
CORDOBA,Calamuchita,Los Reartes,14007130,6,117
CORDOBA,Calamuchita,Los Reartes,14007130,20,171
CORDOBA,Calamuchita,Monte  Ralo,14007170,226.5,2
CORDOBA,Calamuchita,San Agustín,14007180,1,111
CORDOBA,Calamuchita,San Agustín,14007180,226.5,61
CORDOBA,Calamuchita,San Ignacio (Loteo Vélez Crespo),14007170,226.5,10
CORDOBA,Calamuchita,Santa Monica,14007170,226.5,233
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,3,19
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,10,2888
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,15,332
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,20,1159
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,40,322
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,100,583
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,226.5,428
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,300,899
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,1000,20
CORDOBA,Calamuchita,Segunda Usina,14007220,7,22
CORDOBA,Calamuchita,Segunda Usina,14007220,10,35
CORDOBA,Calamuchita,Segunda Usina,14007220,226.5,41
CORDOBA,Calamuchita,Villa Berna,14007260,10,29
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,14007170,10,482
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,14007170,20,150
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,14007170,50,24
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,14007170,100,9
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),14007270,6,39
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),14007270,20,82
CORDOBA,Calamuchita,Villa del Dique,14007290,3,408
CORDOBA,Calamuchita,Villa del Dique,14007290,15,2
CORDOBA,Calamuchita,Villa del Dique,14007290,20,107
CORDOBA,Calamuchita,Villa General Belgrano,14007310,6,408
CORDOBA,Calamuchita,Villa General Belgrano,14007310,10,591
CORDOBA,Calamuchita,Villa General Belgrano,14007310,50,2
CORDOBA,Calamuchita,Villa General Belgrano,14007310,150,1
CORDOBA,Calamuchita,Villa General Belgrano,14007310,226.5,276
CORDOBA,Calamuchita,Villa La Rivera,14007320,226.5,51
CORDOBA,Calamuchita,Villa Quillinzo,14007330,226.5,67
CORDOBA,Calamuchita,Villa Rumipal,14007340,5,44
CORDOBA,Calamuchita,Villa Rumipal,14007340,6,135
CORDOBA,Calamuchita,Villa Rumipal,14007340,10,341
CORDOBA,Calamuchita,Villa Rumipal,14007340,50,1
CORDOBA,Calamuchita,Villa Rumipal,14007340,300,39
CORDOBA,Calamuchita,Villa San Miguel,14007170,226.5,13
CORDOBA,Calamuchita,Villa Yacanto,14007360,10,136
CORDOBA,Calamuchita,Villa Yacanto,14007360,226.5,631
CORDOBA,Capital,Córdoba,14014010,1,560
CORDOBA,Capital,Córdoba,14014010,2,1536
CORDOBA,Capital,Córdoba,14014010,4,220
CORDOBA,Capital,Córdoba,14014010,5,212
CORDOBA,Capital,Córdoba,14014010,6,5901
CORDOBA,Capital,Córdoba,14014010,7,1
CORDOBA,Capital,Córdoba,14014010,8,185
CORDOBA,Capital,Córdoba,14014010,10,5960
CORDOBA,Capital,Córdoba,14014010,11,1
CORDOBA,Capital,Córdoba,14014010,22,600
CORDOBA,Capital,Córdoba,14014010,25,24
CORDOBA,Capital,Córdoba,14014010,40,121
CORDOBA,Capital,Córdoba,14014010,50,18138
CORDOBA,Capital,Córdoba,14014010,70,2
CORDOBA,Capital,Córdoba,14014010,140,1
CORDOBA,Capital,Córdoba,14014010,150,15
CORDOBA,Capital,Córdoba,14014010,200,852
CORDOBA,Capital,Córdoba,14014010,225,1
CORDOBA,Capital,Córdoba,14014010,226.5,6028
CORDOBA,Capital,Córdoba,14014010,300,213402
CORDOBA,Capital,Córdoba,14014010,500,11801
CORDOBA,Capital,Córdoba,14014010,600,12243
CORDOBA,Capital,Jardín Arenales,14014010,226.5,343
CORDOBA,Colón,Agua de Oro,14021010,3,204
CORDOBA,Colón,Agua de Oro,14021010,4,7
CORDOBA,Colón,Agua de Oro,14021010,5,21
CORDOBA,Colón,Agua de Oro,14021010,6,7
CORDOBA,Colón,Agua de Oro,14021010,15,40
CORDOBA,Colón,Ascochinga,14021020,0,1
CORDOBA,Colón,Ascochinga,14021020,3,1
CORDOBA,Colón,Ascochinga,14021020,6,16
CORDOBA,Colón,Ascochinga,14021020,10,43
CORDOBA,Colón,Ascochinga,14021020,15,3
CORDOBA,Colón,Ascochinga,14021020,100,1
CORDOBA,Colón,Barrio Nuevo Río Ceballos,14021025,226.5,192
CORDOBA,Colón,Canteras El Sauce,14021030,226.5,43
CORDOBA,Colón,Colonia Caroya,14021050,0,8
CORDOBA,Colón,Colonia Caroya,14021050,1,36
CORDOBA,Colón,Colonia Caroya,14021050,2,62
CORDOBA,Colón,Colonia Caroya,14021050,5,41
CORDOBA,Colón,Colonia Caroya,14021050,20,6
CORDOBA,Colón,Colonia Caroya,14021050,30,6
CORDOBA,Colón,Colonia Caroya,14021050,100,202
CORDOBA,Colón,Colonia Caroya,14021050,200,384
CORDOBA,Colón,Colonia Caroya,14021050,300,479
CORDOBA,Colón,Colonia Caroya,14021050,600,66
CORDOBA,Colón,Colonia Caroya,14021050,1000,3
CORDOBA,Colón,Colonia Tirolesa,14021060,100,1
CORDOBA,Colón,Colonia Tirolesa,14021060,226.5,87
CORDOBA,Colón,Colonia Vicente Agüero,14021070,3,3
CORDOBA,Colón,Colonia Vicente Agüero,14021070,20,1
CORDOBA,Colón,Colonia Vicente Agüero,14021070,100,3
CORDOBA,Colón,Corral Quemado,14021080,226.5,10
CORDOBA,Colón,Country Chacras de la Villa - Country San Isidro,14021090,226.5,55
CORDOBA,Colón,Dumesnil,14021270,226.5,73
CORDOBA,Colón,El Manzano,14021110,4,15
CORDOBA,Colón,El Manzano,14021110,5,9
CORDOBA,Colón,El Manzano,14021110,6,10
CORDOBA,Colón,El Manzano,14021110,226.5,136
CORDOBA,Colón,El Pueblito,14021075,226.5,175
CORDOBA,Colón,Estación Colonia Tirolesa,14021120,226.5,6
CORDOBA,Colón,General Paz,14021130,6,1
CORDOBA,Colón,General Paz,14021130,226.5,52
CORDOBA,Colón,Jesús María,14021140,1,18
CORDOBA,Colón,Jesús María,14021140,5,19
CORDOBA,Colón,Jesús María,14021140,6,46
CORDOBA,Colón,Jesús María,14021140,20,10
CORDOBA,Colón,Jesús María,14021140,50,6657
CORDOBA,Colón,Jesús María,14021140,100,3976
CORDOBA,Colón,Jesús María,14021140,200,474
CORDOBA,Colón,Jesús María,14021140,226.5,135
CORDOBA,Colón,Jesús María,14021140,500,46
CORDOBA,Colón,Jesús María,14021140,600,88
CORDOBA,Colón,La Calera,14021150,0,84
CORDOBA,Colón,La Calera,14021150,0.5,1
CORDOBA,Colón,La Calera,14021150,1,5
CORDOBA,Colón,La Calera,14021150,3,21
CORDOBA,Colón,La Calera,14021150,6,548
CORDOBA,Colón,La Calera,14021150,30,13
CORDOBA,Colón,La Calera,14021150,500,430
CORDOBA,Colón,La Calera,14021150,600,5
CORDOBA,Colón,La Calera,14021150,1000,60
CORDOBA,Colón,La Granja,14021160,1,9
CORDOBA,Colón,La Granja,14021160,3,15
CORDOBA,Colón,La Granja,14021160,5,10
CORDOBA,Colón,La Granja,14021160,6,26
CORDOBA,Colón,La Granja,14021160,60,1
CORDOBA,Colón,La Morada,14021165,226.5,99
CORDOBA,Colón,Las Corzuelas,14021175,226.5,189
CORDOBA,Colón,Los Chañaritos,14021075,226.5,3
CORDOBA,Colón,Los Molles,14021180,226.5,23
CORDOBA,Colón,Malvinas Argentinas,14021190,6,85
CORDOBA,Colón,Malvinas Argentinas,14021190,8,83
CORDOBA,Colón,Malvinas Argentinas,14021190,30,1
CORDOBA,Colón,Malvinas Argentinas,14021190,200,241
CORDOBA,Colón,Malvinas Argentinas,14021190,226.5,35
