provincia,partido,localidad,tecnologia,link_indec,accesos
ENTRE RIOS,Paraná,Paraná,DIAL UP,30084160,11
ENTRE RIOS,Paraná,Paraná,FIBRA OPTICA,30084160,18969
ENTRE RIOS,Paraná,Paraná,Otros,30084160,1
ENTRE RIOS,Paraná,Paraná,SATELITAL,30084160,946
ENTRE RIOS,Paraná,Paraná,WIRELESS,30084160,1204
ENTRE RIOS,Paraná,Pueblo Bellocq (Est. Las Garzas),SATELITAL,30084170,4
ENTRE RIOS,Paraná,Pueblo Brugo,SATELITAL,30084180,16
ENTRE RIOS,Paraná,Pueblo Brugo,WIRELESS,30084180,36
ENTRE RIOS,Paraná,Pueblo General San Martín,SATELITAL,30084190,15
ENTRE RIOS,Paraná,Pueblo Moreno,SATELITAL,30084070,7
ENTRE RIOS,Paraná,San Benito,ADSL,30084200,78
ENTRE RIOS,Paraná,San Benito,CABLEMODEM,30084200,1365
ENTRE RIOS,Paraná,San Benito,CELULAR,30084200,6
ENTRE RIOS,Paraná,San Benito,SATELITAL,30084200,292
ENTRE RIOS,Paraná,San Benito,WIRELESS,30084200,57
ENTRE RIOS,Paraná,Sauce Montrull,SATELITAL,30084210,67
ENTRE RIOS,Paraná,Sauce Montrull,WIRELESS,30084210,71
ENTRE RIOS,Paraná,Sauce Pinto,SATELITAL,30084220,27
ENTRE RIOS,Paraná,Seguí,CABLEMODEM,30084230,501
ENTRE RIOS,Paraná,Seguí,CELULAR,30084230,3
ENTRE RIOS,Paraná,Seguí,SATELITAL,30084230,64
ENTRE RIOS,Paraná,Seguí,WIRELESS,30084230,292
ENTRE RIOS,Paraná,Sosa,SATELITAL,30084240,9
ENTRE RIOS,Paraná,Tabossi,CABLEMODEM,30084250,304
ENTRE RIOS,Paraná,Tabossi,FIBRA OPTICA,30084250,54
ENTRE RIOS,Paraná,Tabossi,SATELITAL,30084250,35
ENTRE RIOS,Paraná,Tabossi,WIRELESS,30084250,128
ENTRE RIOS,Paraná,Tezanos Pintos,SATELITAL,30084260,3
ENTRE RIOS,Paraná,Viale,ADSL,30084270,487
ENTRE RIOS,Paraná,Viale,CABLEMODEM,30084270,291
ENTRE RIOS,Paraná,Viale,CELULAR,30084270,18
ENTRE RIOS,Paraná,Viale,FIBRA OPTICA,30084270,136
ENTRE RIOS,Paraná,Viale,SATELITAL,30084270,147
ENTRE RIOS,Paraná,Viale,WIRELESS,30084270,801
ENTRE RIOS,Paraná,Villa Fontana,SATELITAL,30084280,3
ENTRE RIOS,Paraná,Villa Gobernador Luis F. Etchevehere,SATELITAL,30084290,16
ENTRE RIOS,Paraná,Villa Urquiza,SATELITAL,30084300,37
ENTRE RIOS,San Salvador,General Campos,FIBRA OPTICA,30088010,35
ENTRE RIOS,San Salvador,General Campos,Otros,30088010,37
ENTRE RIOS,San Salvador,General Campos,SATELITAL,30088010,56
ENTRE RIOS,San Salvador,General Campos,WIRELESS,30088010,188
ENTRE RIOS,San Salvador,San Salvador,ADSL,30088020,188
ENTRE RIOS,San Salvador,San Salvador,CELULAR,30088020,11
ENTRE RIOS,San Salvador,San Salvador,FIBRA OPTICA,30088020,1247
ENTRE RIOS,San Salvador,San Salvador,Otros,30088020,259
ENTRE RIOS,San Salvador,San Salvador,SATELITAL,30088020,163
ENTRE RIOS,San Salvador,San Salvador,WIRELESS,30088020,286
ENTRE RIOS,Tala,Altamirano Sur,SATELITAL,30091010,8
ENTRE RIOS,Tala,Durazno,ADSL,30091020,4
ENTRE RIOS,Tala,Durazno,SATELITAL,30091020,8
ENTRE RIOS,Tala,Durazno,WIRELESS,30091020,44
ENTRE RIOS,Tala,Estación Arroyo Clé,SATELITAL,30091030,13
ENTRE RIOS,Tala,Estación Arroyo Clé,WIRELESS,30091030,54
ENTRE RIOS,Tala,Gobernador Echagüe,FIBRA OPTICA,30091040,65
ENTRE RIOS,Tala,Gobernador Echagüe,SATELITAL,30091040,3
ENTRE RIOS,Tala,Gobernador Echagüe,WIRELESS,30091040,44
ENTRE RIOS,Tala,Gobernador Mansilla,CELULAR,30091050,1
ENTRE RIOS,Tala,Gobernador Mansilla,FIBRA OPTICA,30091050,830
ENTRE RIOS,Tala,Gobernador Mansilla,SATELITAL,30091050,43
ENTRE RIOS,Tala,Gobernador Mansilla,WIRELESS,30091050,209
ENTRE RIOS,Tala,Gobernador Solá,CELULAR,30091060,1
ENTRE RIOS,Tala,Gobernador Solá,SATELITAL,30091060,21
ENTRE RIOS,Tala,Gobernador Solá,WIRELESS,30091060,11
ENTRE RIOS,Tala,Guardamonte,SATELITAL,30091070,10
ENTRE RIOS,Tala,Las Guachas,SATELITAL,30091080,5
ENTRE RIOS,Tala,Las Guachas,WIRELESS,30091080,31
ENTRE RIOS,Tala,Maciá,CABLEMODEM,30091090,210
ENTRE RIOS,Tala,Maciá,SATELITAL,30091090,35
ENTRE RIOS,Tala,Maciá,WIRELESS,30091090,41
ENTRE RIOS,Tala,Rosario del Tala,ADSL,30091100,521
ENTRE RIOS,Tala,Rosario del Tala,CELULAR,30091100,5
ENTRE RIOS,Tala,Rosario del Tala,FIBRA OPTICA,30091100,865
ENTRE RIOS,Tala,Rosario del Tala,Otros,30091100,0
ENTRE RIOS,Tala,Rosario del Tala,SATELITAL,30091100,72
ENTRE RIOS,Uruguay,1º de Mayo,Otros,30098090,266
ENTRE RIOS,Uruguay,1º de Mayo,SATELITAL,30098090,16
ENTRE RIOS,Uruguay,1º de Mayo,WIRELESS,30098090,67
ENTRE RIOS,Uruguay,Basavilbaso,ADSL,30098010,354
ENTRE RIOS,Uruguay,Basavilbaso,CELULAR,30098010,5
ENTRE RIOS,Uruguay,Basavilbaso,FIBRA OPTICA,30098010,1381
ENTRE RIOS,Uruguay,Basavilbaso,SATELITAL,30098010,51
ENTRE RIOS,Uruguay,Basavilbaso,WIRELESS,30098010,315
ENTRE RIOS,Uruguay,Caseros,ADSL,30098020,39
ENTRE RIOS,Uruguay,Caseros,CABLEMODEM,30098020,1
ENTRE RIOS,Uruguay,Caseros,FIBRA OPTICA,30098020,838
ENTRE RIOS,Uruguay,Caseros,SATELITAL,30098020,40
ENTRE RIOS,Uruguay,Caseros,WIRELESS,30098020,754
ENTRE RIOS,Uruguay,Colonia Elía,FIBRA OPTICA,30098030,105
ENTRE RIOS,Uruguay,Colonia Elía,SATELITAL,30098030,77
ENTRE RIOS,Uruguay,Colonia Elía,WIRELESS,30098030,67
ENTRE RIOS,Uruguay,Concepción del Uruguay,ADSL,30098040,1473
ENTRE RIOS,Uruguay,Concepción del Uruguay,CABLEMODEM,30098040,9871
ENTRE RIOS,Uruguay,Concepción del Uruguay,CELULAR,30098040,748
ENTRE RIOS,Uruguay,Concepción del Uruguay,DIAL UP,30098040,5
ENTRE RIOS,Uruguay,Concepción del Uruguay,FIBRA OPTICA,30098040,13031
ENTRE RIOS,Uruguay,Concepción del Uruguay,SATELITAL,30098040,528
ENTRE RIOS,Uruguay,Concepción del Uruguay,WIRELESS,30098040,900
ENTRE RIOS,Uruguay,Estancia San Pedro,SATELITAL,30098030,7
ENTRE RIOS,Uruguay,Estancia San Pedro,WIRELESS,30098030,4
ENTRE RIOS,Uruguay,Herrera,ADSL,30098060,59
ENTRE RIOS,Uruguay,Herrera,CELULAR,30098060,6
ENTRE RIOS,Uruguay,Herrera,Otros,30098060,421
ENTRE RIOS,Uruguay,Herrera,SATELITAL,30098060,25
ENTRE RIOS,Uruguay,Herrera,WIRELESS,30098060,40
ENTRE RIOS,Uruguay,Las Moscas,FIBRA OPTICA,30098070,7
ENTRE RIOS,Uruguay,Las Moscas,SATELITAL,30098070,8
ENTRE RIOS,Uruguay,Las Moscas,WIRELESS,30098070,46
ENTRE RIOS,Uruguay,Líbaros,SATELITAL,30098080,10
ENTRE RIOS,Uruguay,Líbaros,WIRELESS,30098080,28
ENTRE RIOS,Uruguay,Pronunciamiento,FIBRA OPTICA,30098100,26
ENTRE RIOS,Uruguay,Pronunciamiento,Otros,30098100,241
ENTRE RIOS,Uruguay,Pronunciamiento,SATELITAL,30098100,48
ENTRE RIOS,Uruguay,Pronunciamiento,WIRELESS,30098100,42
ENTRE RIOS,Uruguay,Rocamora,SATELITAL,30098110,14
ENTRE RIOS,Uruguay,Rocamora,WIRELESS,30098110,40
ENTRE RIOS,Uruguay,Santa Anita,CELULAR,30098120,1
ENTRE RIOS,Uruguay,Santa Anita,FIBRA OPTICA,30098120,475
ENTRE RIOS,Uruguay,Santa Anita,SATELITAL,30098120,17
ENTRE RIOS,Uruguay,Santa Anita,WIRELESS,30098120,49
ENTRE RIOS,Uruguay,Villa Mantero,ADSL,30098130,10
ENTRE RIOS,Uruguay,Villa Mantero,CELULAR,30098130,2
ENTRE RIOS,Uruguay,Villa Mantero,FIBRA OPTICA,30098130,196
ENTRE RIOS,Uruguay,Villa Mantero,SATELITAL,30098130,21
ENTRE RIOS,Uruguay,Villa Mantero,WIRELESS,30098130,34
ENTRE RIOS,Uruguay,Villa San Justo,FIBRA OPTICA,30098140,615
ENTRE RIOS,Uruguay,Villa San Justo,SATELITAL,30098140,31
ENTRE RIOS,Uruguay,Villa San Justo,WIRELESS,30098140,69
ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),CABLEMODEM,30098150,1
ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),SATELITAL,30098150,22
ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),WIRELESS,30098150,47
ENTRE RIOS,Victoria,Antelo,SATELITAL,30105010,31
ENTRE RIOS,Victoria,Charigüé,SATELITAL,30105040,69
ENTRE RIOS,Victoria,Laguna del Pescado,SATELITAL,30105040,11
ENTRE RIOS,Victoria,Molino Doll,SATELITAL,30105040,70
ENTRE RIOS,Victoria,Molino Doll,WIRELESS,30105040,10
ENTRE RIOS,Victoria,Rincón de Nogoyá,SATELITAL,30105040,33
ENTRE RIOS,Victoria,Rincón de Nogoyá,WIRELESS,30105040,19
ENTRE RIOS,Victoria,Victoria,ADSL,30105060,657
ENTRE RIOS,Victoria,Victoria,CABLEMODEM,30105060,323
ENTRE RIOS,Victoria,Victoria,CELULAR,30105060,121
ENTRE RIOS,Victoria,Victoria,FIBRA OPTICA,30105060,3435
ENTRE RIOS,Victoria,Victoria,SATELITAL,30105060,413
ENTRE RIOS,Victoria,Victoria,WIRELESS,30105060,352
ENTRE RIOS,Villaguay,Estación Raíces,ADSL,30113010,10
ENTRE RIOS,Villaguay,Estación Raíces,SATELITAL,30113010,29
ENTRE RIOS,Villaguay,Estación Raíces,WIRELESS,30113010,5
ENTRE RIOS,Villaguay,Ingeniero Miguel Sajaroff,SATELITAL,30113020,6
ENTRE RIOS,Villaguay,Ingeniero Miguel Sajaroff,WIRELESS,30113020,44
ENTRE RIOS,Villaguay,Jubileo,FIBRA OPTICA,30113030,126
ENTRE RIOS,Villaguay,Jubileo,Otros,30113030,35
ENTRE RIOS,Villaguay,Jubileo,SATELITAL,30113030,95
ENTRE RIOS,Villaguay,Mojones Norte,SATELITAL,30113020,105
ENTRE RIOS,Villaguay,Paso de la Laguna,FIBRA OPTICA,30113050,8
ENTRE RIOS,Villaguay,Paso de la Laguna,SATELITAL,30113050,23
ENTRE RIOS,Villaguay,Paso de la Laguna,WIRELESS,30113050,39
ENTRE RIOS,Villaguay,Villa Clara,ADSL,30113060,35
ENTRE RIOS,Villaguay,Villa Clara,CELULAR,30113060,1
ENTRE RIOS,Villaguay,Villa Clara,FIBRA OPTICA,30113060,290
ENTRE RIOS,Villaguay,Villa Clara,SATELITAL,30113060,20
ENTRE RIOS,Villaguay,Villa Clara,WIRELESS,30113060,68
ENTRE RIOS,Villaguay,Villa Domínguez,FIBRA OPTICA,30113070,230
ENTRE RIOS,Villaguay,Villa Domínguez,SATELITAL,30113070,7
ENTRE RIOS,Villaguay,Villa Domínguez,WIRELESS,30113070,114
ENTRE RIOS,Villaguay,Villaguay,ADSL,30113080,594
ENTRE RIOS,Villaguay,Villaguay,CELULAR,30113080,1
ENTRE RIOS,Villaguay,Villaguay,FIBRA OPTICA,30113080,3342
ENTRE RIOS,Villaguay,Villaguay,OTROS,30113080,1
ENTRE RIOS,Villaguay,Villaguay,SATELITAL,30113080,145
ENTRE RIOS,Villaguay,Villaguay,WIRELESS,30113080,1263
FORMOSA,Bermejo,Fortín Soledad,SATELITAL,34007003,76
FORMOSA,Bermejo,Fortín Soledad,WIRELESS,34007003,11
FORMOSA,Bermejo,Guadalcazar,SATELITAL,34007005,168
FORMOSA,Bermejo,Guadalcazar,WIRELESS,34007005,10
FORMOSA,Bermejo,La Rinconada,SATELITAL,34007007,47
FORMOSA,Bermejo,La Rinconada,WIRELESS,34007007,8
FORMOSA,Bermejo,Laguna Yema,SATELITAL,34007010,78
FORMOSA,Bermejo,Laguna Yema,WIRELESS,34007010,76
FORMOSA,Bermejo,Lamadrid,SATELITAL,34007015,114
FORMOSA,Bermejo,Lamadrid,WIRELESS,34007015,7
FORMOSA,Bermejo,Los Chiriguanos,SATELITAL,34007020,33
FORMOSA,Bermejo,Los Chiriguanos,WIRELESS,34007020,42
FORMOSA,Bermejo,Pozo de Maza,SATELITAL,34007030,61
FORMOSA,Bermejo,Pozo de Maza,WIRELESS,34007030,18
FORMOSA,Bermejo,Pozo del Mortero,SATELITAL,34007040,32
FORMOSA,Bermejo,Pozo del Mortero,WIRELESS,34007040,13
FORMOSA,Bermejo,Vaca Perdida,SATELITAL,34007050,71
FORMOSA,Bermejo,Vaca Perdida,WIRELESS,34007050,5
FORMOSA,Formosa,Colonia Pastoril,SATELITAL,34014010,33
FORMOSA,Formosa,Colonia Pastoril,WIRELESS,34014010,81
FORMOSA,Formosa,Formosa,ADSL,34014020,1788
FORMOSA,Formosa,Formosa,CABLEMODEM,34014020,21759
FORMOSA,Formosa,Formosa,CELULAR,34014020,217
FORMOSA,Formosa,Formosa,FIBRA OPTICA,34014020,22775
FORMOSA,Formosa,Formosa,Otros,34014020,10
FORMOSA,Formosa,Formosa,SATELITAL,34014020,3590
FORMOSA,Formosa,Formosa,WIRELESS,34014020,7817
FORMOSA,Formosa,Gran Guardia,Otros,34014030,0
FORMOSA,Formosa,Gran Guardia,SATELITAL,34014030,51
FORMOSA,Formosa,Gran Guardia,WIRELESS,34014030,69
FORMOSA,Formosa,Mariano Boedo,SATELITAL,34014040,15
FORMOSA,Formosa,Mariano Boedo,WIRELESS,34014040,31
FORMOSA,Formosa,Mojón de Fierro,SATELITAL,34014050,108
FORMOSA,Formosa,Mojón de Fierro,WIRELESS,34014050,37
FORMOSA,Formosa,San Hilario,SATELITAL,34014060,99
FORMOSA,Formosa,San Hilario,WIRELESS,34014060,49
FORMOSA,Formosa,Villa del Carmen,FIBRA OPTICA,34014070,252
FORMOSA,Formosa,Villa del Carmen,SATELITAL,34014070,542
FORMOSA,Formosa,Villa del Carmen,WIRELESS,34014070,42
FORMOSA,Laishi,Banco Payaguá,SATELITAL,34021010,17
FORMOSA,Laishi,Banco Payaguá,WIRELESS,34021010,32
FORMOSA,Laishi,General Lucio Victorio Mansilla,ADSL,34021020,3
FORMOSA,Laishi,General Lucio Victorio Mansilla,SATELITAL,34021020,26
FORMOSA,Laishi,General Lucio Victorio Mansilla,WIRELESS,34021020,167
FORMOSA,Laishi,Herradura,SATELITAL,34021030,132
FORMOSA,Laishi,Herradura,WIRELESS,34021030,124
FORMOSA,Laishi,OTROS,WIRELESS,0,132
FORMOSA,Laishi,San Francisco de Laishi,FIBRA OPTICA,34021040,131
FORMOSA,Laishi,San Francisco de Laishi,Otros,34021040,0
FORMOSA,Laishi,San Francisco de Laishi,SATELITAL,34021040,104
FORMOSA,Laishi,San Francisco de Laishi,WIRELESS,34021040,209
FORMOSA,Laishi,Tatané,SATELITAL,34021050,67
FORMOSA,Laishi,Tatané,WIRELESS,34021050,46
FORMOSA,Laishi,Villa Escolar,SATELITAL,34021060,116
FORMOSA,Laishi,Villa Escolar,WIRELESS,34021060,102
FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,ADSL,34028010,104
FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,CELULAR,34028010,3
FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,SATELITAL,34028010,526
FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,WIRELESS,34028010,255
FORMOSA,Patiño,Bartolomé de las Casas,SATELITAL,34035010,12
FORMOSA,Patiño,Bartolomé de las Casas,WIRELESS,34035010,6
FORMOSA,Patiño,Colonia Sarmiento,SATELITAL,34035020,13
FORMOSA,Patiño,Comandante Fontana,FIBRA OPTICA,34035030,310
FORMOSA,Patiño,Comandante Fontana,SATELITAL,34035030,120
FORMOSA,Patiño,Comandante Fontana,WIRELESS,34035030,842
FORMOSA,Patiño,El Recreo,SATELITAL,34035040,31
FORMOSA,Patiño,Estanislao del Campo,ADSL,34035050,16
FORMOSA,Patiño,Estanislao del Campo,Otros,34035050,0
FORMOSA,Patiño,Estanislao del Campo,SATELITAL,34035050,49
FORMOSA,Patiño,Estanislao del Campo,WIRELESS,34035050,158
FORMOSA,Patiño,Fortín Cabo 1º Lugones,SATELITAL,34035060,32
FORMOSA,Patiño,Fortín Cabo 1º Lugones,WIRELESS,34035060,150
FORMOSA,Patiño,Fortín Sargento 1º Leyes,SATELITAL,34035070,18
FORMOSA,Patiño,Fortín Sargento 1º Leyes,WIRELESS,34035070,7
FORMOSA,Patiño,Ibarreta,ADSL,34035080,130
FORMOSA,Patiño,Ibarreta,SATELITAL,34035080,414
FORMOSA,Patiño,Ibarreta,WIRELESS,34035080,519
FORMOSA,Patiño,Juan G. Bazán,SATELITAL,34035090,27
FORMOSA,Patiño,Juan G. Bazán,WIRELESS,34035090,12
FORMOSA,Patiño,Las Lomitas,ADSL,34035100,270
FORMOSA,Patiño,Las Lomitas,FIBRA OPTICA,34035100,1643
FORMOSA,Patiño,Las Lomitas,Otros,34035100,1
FORMOSA,Patiño,Las Lomitas,SATELITAL,34035100,846
FORMOSA,Patiño,Las Lomitas,WIRELESS,34035100,236
FORMOSA,Patiño,OTROS,WIRELESS,0,44
FORMOSA,Patiño,Posta Cambio Zalazar,SATELITAL,34035110,67
FORMOSA,Patiño,Posta Cambio Zalazar,WIRELESS,34035110,58
FORMOSA,Patiño,Pozo del Tigre,ADSL,34035120,3
FORMOSA,Patiño,Pozo del Tigre,FIBRA OPTICA,34035120,200
FORMOSA,Patiño,Pozo del Tigre,SATELITAL,34035120,63
FORMOSA,Patiño,Pozo del Tigre,WIRELESS,34035120,190
FORMOSA,Patiño,San Martín I,SATELITAL,34035130,29
FORMOSA,Patiño,San Martín I,WIRELESS,34035130,6
FORMOSA,Patiño,San Martín II,FIBRA OPTICA,34035140,1
FORMOSA,Patiño,San Martín II,SATELITAL,34035140,40
FORMOSA,Patiño,San Martín II,WIRELESS,34035140,411
FORMOSA,Patiño,Subteniente Perín,SATELITAL,34035150,92
FORMOSA,Patiño,Subteniente Perín,WIRELESS,34035150,71
FORMOSA,Patiño,Villa General Güemes,FIBRA OPTICA,34035160,1
FORMOSA,Patiño,Villa General Güemes,SATELITAL,34035160,71
FORMOSA,Patiño,Villa General Güemes,WIRELESS,34035160,482
FORMOSA,Patiño,Villa General Manuel Belgrano,FIBRA OPTICA,34035170,1
FORMOSA,Patiño,Villa General Manuel Belgrano,SATELITAL,34035170,184
FORMOSA,Patiño,Villa General Manuel Belgrano,WIRELESS,34035170,453
FORMOSA,Pilagás,Buena Vista,FIBRA OPTICA,34042010,1
FORMOSA,Pilagás,Buena Vista,SATELITAL,34042010,79
FORMOSA,Pilagás,Buena Vista,WIRELESS,34042010,315
FORMOSA,Pilagás,El Espinillo,SATELITAL,34042020,84
FORMOSA,Pilagás,El Espinillo,WIRELESS,34042020,300
FORMOSA,Pilagás,Laguna Gallo,SATELITAL,34042030,73
FORMOSA,Pilagás,Laguna Gallo,WIRELESS,34042030,6
FORMOSA,Pilagás,Misión Tacaagle,SATELITAL,34042040,116
FORMOSA,Pilagás,Misión Tacaagle,WIRELESS,34042040,152
FORMOSA,Pilagás,Portón Negro,SATELITAL,34042050,37
FORMOSA,Pilagás,Tres Lagunas,ADSL,34042060,4
FORMOSA,Pilagás,Tres Lagunas,SATELITAL,34042060,143
FORMOSA,Pilagás,Tres Lagunas,WIRELESS,34042060,97
FORMOSA,Pilcomayo,Clorinda,ADSL,34049010,512
FORMOSA,Pilcomayo,Clorinda,CABLEMODEM,34049010,7
FORMOSA,Pilcomayo,Clorinda,FIBRA OPTICA,34049010,2920
FORMOSA,Pilcomayo,Clorinda,Otros,34049010,15
FORMOSA,Pilcomayo,Clorinda,SATELITAL,34049010,1207
FORMOSA,Pilcomayo,Clorinda,WIRELESS,34049010,91
FORMOSA,Pilcomayo,Laguna Blanca,ADSL,34049020,18
FORMOSA,Pilcomayo,Laguna Blanca,Otros,34049020,0
FORMOSA,Pilcomayo,Laguna Blanca,SATELITAL,34049020,231
FORMOSA,Pilcomayo,Laguna Blanca,WIRELESS,34049020,43
FORMOSA,Pilcomayo,Laguna Naick-Neck,ADSL,34049030,50
FORMOSA,Pilcomayo,Laguna Naick-Neck,Otros,34049030,0
FORMOSA,Pilcomayo,Laguna Naick-Neck,SATELITAL,34049030,339
FORMOSA,Pilcomayo,Laguna Naick-Neck,WIRELESS,34049030,352
FORMOSA,Pilcomayo,Palma Sola,SATELITAL,34049040,100
FORMOSA,Pilcomayo,Palma Sola,WIRELESS,34049040,18
FORMOSA,Pilcomayo,Puerto Pilcomayo,SATELITAL,34049050,19
FORMOSA,Pilcomayo,Puerto Pilcomayo,WIRELESS,34049050,3
FORMOSA,Pilcomayo,Riacho He-He,CELULAR,34049060,1
FORMOSA,Pilcomayo,Riacho He-He,FIBRA OPTICA,34049060,1
FORMOSA,Pilcomayo,Riacho He-He,Otros,34049060,0
FORMOSA,Pilcomayo,Riacho He-He,SATELITAL,34049060,214
FORMOSA,Pilcomayo,Riacho He-He,WIRELESS,34049060,415
FORMOSA,Pilcomayo,Riacho Negro,SATELITAL,34049070,34
FORMOSA,Pilcomayo,Riacho Negro,WIRELESS,34049070,3
FORMOSA,Pilcomayo,Siete Palmas,ADSL,34049080,17
FORMOSA,Pilcomayo,Siete Palmas,FIBRA OPTICA,34049080,1
FORMOSA,Pilcomayo,Siete Palmas,SATELITAL,34049080,137
FORMOSA,Pilcomayo,Siete Palmas,WIRELESS,34049080,82
FORMOSA,Pirané,Colonia Campo Villafañe,FIBRA OPTICA,34056010,52
FORMOSA,Pirané,Colonia Campo Villafañe,SATELITAL,34056010,216
FORMOSA,Pirané,Colonia Campo Villafañe,WIRELESS,34056010,58
FORMOSA,Pirané,El Colorado,ADSL,34056020,1341
FORMOSA,Pirané,El Colorado,FIBRA OPTICA,34056020,461
FORMOSA,Pirané,El Colorado,Otros,34056020,2
FORMOSA,Pirané,El Colorado,SATELITAL,34056020,152
FORMOSA,Pirané,El Colorado,WIRELESS,34056020,632
FORMOSA,Pirané,Palo Santo,CABLEMODEM,34056030,173
FORMOSA,Pirané,Palo Santo,SATELITAL,34056030,189
FORMOSA,Pirané,Palo Santo,WIRELESS,34056030,295
FORMOSA,Pirané,Pirané,FIBRA OPTICA,34056040,957
FORMOSA,Pirané,Pirané,Otros,34056040,100
FORMOSA,Pirané,Pirané,SATELITAL,34056040,545
FORMOSA,Pirané,Pirané,WIRELESS,34056040,514
FORMOSA,Pirané,Villa Kilómetro 213,FIBRA OPTICA,34056050,283
FORMOSA,Pirané,Villa Kilómetro 213,SATELITAL,34056050,102
FORMOSA,Pirané,Villa Kilómetro 213,WIRELESS,34056050,162
FORMOSA,Ramón Lista,El Potrillo,SATELITAL,34063010,150
FORMOSA,Ramón Lista,El Potrillo,WIRELESS,34063010,24
FORMOSA,Ramón Lista,El Quebracho,SATELITAL,34063030,45
FORMOSA,Ramón Lista,El Quebracho,WIRELESS,34063030,14
FORMOSA,Ramón Lista,General Mosconi,FIBRA OPTICA,34063020,1
FORMOSA,Ramón Lista,General Mosconi,SATELITAL,34063020,429
FORMOSA,Ramón Lista,General Mosconi,WIRELESS,34063020,39
FORMOSA,Ramón Lista,OTROS,SATELITAL,0,8
JUJUY,Cochinoca,Abdón Castro Tolay,SATELITAL,38007010,19
JUJUY,Cochinoca,Abra Pampa,CABLEMODEM,38007020,1
JUJUY,Cochinoca,Abra Pampa,FIBRA OPTICA,38007020,4204
JUJUY,Cochinoca,Abra Pampa,SATELITAL,38007020,88
JUJUY,Cochinoca,Abra Pampa,WIRELESS,38007020,60
JUJUY,Cochinoca,Abralaite,SATELITAL,38007030,4
JUJUY,Cochinoca,Agua de Castilla,SATELITAL,38007035,4
JUJUY,Cochinoca,Casabindo,SATELITAL,38007040,10
JUJUY,Cochinoca,Cochinoca,SATELITAL,38007050,34
JUJUY,Cochinoca,La Redonda,SATELITAL,38007055,6
JUJUY,Cochinoca,Puesto del Marquéz,FIBRA OPTICA,38007060,5
JUJUY,Cochinoca,Puesto del Marquéz,SATELITAL,38007060,2
JUJUY,Cochinoca,Quebraleña,SATELITAL,38007063,1
JUJUY,Cochinoca,Quera,SATELITAL,38007067,5
JUJUY,Cochinoca,Rinconadillas,SATELITAL,38007070,14
JUJUY,Cochinoca,Santa Ana de la Puna,SATELITAL,38007085,3
JUJUY,Cochinoca,Santuario de Tres Pozos,SATELITAL,38007090,43
JUJUY,Cochinoca,Tambillos,SATELITAL,38007095,7
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,FIBRA OPTICA,38021065,5
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,Otros,38021065,29943
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,SATELITAL,38021065,30
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,WIRELESS,38021065,8
JUJUY,Doctor Manuel Belgrano,Guerrero,ADSL,38021010,20
JUJUY,Doctor Manuel Belgrano,Guerrero,SATELITAL,38021010,13
JUJUY,Doctor Manuel Belgrano,La Almona,SATELITAL,38021020,55
JUJUY,Doctor Manuel Belgrano,León,CABLEMODEM,38021030,504
JUJUY,Doctor Manuel Belgrano,León,SATELITAL,38021030,12
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),SATELITAL,38021040,18
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),WIRELESS,38021040,111
JUJUY,Doctor Manuel Belgrano,Ocloyas,SATELITAL,38021050,15
JUJUY,Doctor Manuel Belgrano,San Pablo De Reyes,SATELITAL,38021050,18
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),ADSL,38021060,1195
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),CABLEMODEM,38021060,22768
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),CELULAR,38021060,77
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),FIBRA OPTICA,38021060,44958
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),Otros,38021060,1
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),SATELITAL,38021060,838
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),WIRELESS,38021060,141
JUJUY,Doctor Manuel Belgrano,Yala,SATELITAL,38021070,69
JUJUY,Doctor Manuel Belgrano,Yala,WIRELESS,38021070,3
JUJUY,El Carmen,Aguas Calientes,SATELITAL,38014010,12
JUJUY,El Carmen,Aguas Calientes,WIRELESS,38014010,28
JUJUY,El Carmen,Barrio El Milagro,SATELITAL,38014020,12
JUJUY,El Carmen,Barrio La Unión,SATELITAL,38014030,7
JUJUY,El Carmen,El Carmen,ADSL,38014040,137
